Start Date,End Date,"To what extent do you agree with the following statement? If a person has difficulty with speech, it means they also have intellectual deficiencies",Is it common for a person who has had a stroke or brain injury to have difficulties with speech and communication?,Have you ever heard the term aphasia?,"In your own words, how does aphasia affect the afflicted person",Which of the following best describes aphasia?,"If you can recall, where do you think you first heard about aphasia?",,Have you ever been diagnosed with aphasia?,How long ago were you diagnosed with aphasia?,"Besides yourself, do you know someone who has been diagnosed with aphasia?",Do you know someone who has been diagnosed with aphasia?,Which of the following are causes of aphasia? (select all that apply),,,,,"In the past year, how many times have you seen or heard mention of aphasia in a newspaper or magazine (paper or online), on TV, or on the radio?",Where was the last place you recall reading or hearing about aphasia?,Region,Household Income,Device Type,Age,Gender
4/20/22 18:54,4/20/22 18:54,strongly disagree,Yes,Yes,55,A language disorder,From a family member or friend,,Yes,2 - 3 years,Yes,,Stroke,,,,,3-Jan,fd,,"$200,000+",Android Phone / Tablet,> 60,Female
4/20/22 18:51,4/20/22 18:54,neutral,Yes,Yes,How,A circulatory condition,Other (please specify),Great to hear from,Yes,1 - 2 years,Yes,,,,Traumatic brain injury,,,3-Jan,Good morning,South Atlantic,"$0-$9,999",iOS Phone / Tablet,> 60,Female
4/20/22 18:52,4/20/22 18:54,neutral,Yes,Yes,Not sure,I’m not sure,I don't recall,,No,,,No,,,,,I'm not sure,None,I don’t recall,South Atlantic,Prefer not to answer,iOS Phone / Tablet,> 60,Female
4/20/22 18:53,4/20/22 18:53,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$150,000-$174,999",MacOS Desktop / Laptop,> 60,Male
4/20/22 18:51,4/20/22 18:53,strongly disagree,Yes,Yes,Inability to verbally communicate ,None of the above,"In a newspaper, magazine or online publication",,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Bruce Willis,Middle Atlantic,Prefer not to answer,iOS Phone / Tablet,> 60,Female
4/20/22 18:51,4/20/22 18:53,somewhat disagree,Yes,Yes,Language disorder that occurs from stroke.,A language disorder,From a family member or friend,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,Youtube video.,Middle Atlantic,"$75,000-$99,999",Android Phone / Tablet,30-44,Male
4/20/22 18:52,4/20/22 18:53,neutral,No,No,,,,,,,,,,,,,,,,West South Central,"$125,000-$149,999",iOS Phone / Tablet,30-44,Male
4/20/22 18:50,4/20/22 18:52,strongly disagree,Yes,Yes,loss.of vocabulary or finding the right word,A language disorder,Other (please specify),online search,No,,,No,,,Traumatic brain injury,,I'm not sure,3-Jan,Bruce Willis news article,South Atlantic,Prefer not to answer,Android Phone / Tablet,45-60,Female
4/20/22 18:51,4/20/22 18:52,strongly disagree,No,No,,,,,,,,,,,,,,,,West South Central,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 18:49,4/20/22 18:51,strongly disagree,Yes,Yes,Impacts a persons ability to communicate,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Online,East North Central,"$100,000-$124,999",iOS Phone / Tablet,30-44,Male
4/20/22 18:49,4/20/22 18:51,strongly agree,Yes,Yes,hye,A language disorder,From a family member or friend,,Yes,More than 3 years ago,Yes,,Stroke,,Traumatic brain injury,,,10 or more,iekeke,Pacific,"$100,000-$124,999",Android Phone / Tablet,30-44,Female
4/20/22 18:50,4/20/22 18:50,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West South Central,"$50,000-$74,999",Android Phone / Tablet,45-60,Male
4/20/22 18:50,4/20/22 18:50,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Mountain,"$0-$9,999",Android Phone / Tablet,45-60,Female
4/20/22 18:44,4/20/22 18:50,strongly disagree,Yes,Yes,Its a condition that affects a person's speech. Can interfere with both speaking and understanding speech.,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Believe it was on Twitter. Friend of a friend story kind of thing.,East South Central,"$125,000-$149,999",Android Phone / Tablet,45-60,Male
4/20/22 18:50,4/20/22 18:50,somewhat agree,I don't know,No,,,,,,,,,,,,,,,,South Atlantic,Prefer not to answer,iOS Phone / Tablet,30-44,Male
4/20/22 18:49,4/20/22 18:49,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$50,000-$74,999",iOS Phone / Tablet,45-60,Female
4/20/22 18:47,4/20/22 18:49,strongly disagree,I don't know,Yes,harder to communicate,A language disorder,"In a newspaper, magazine or online publication",,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Bruce Willis retiring from acting to do it,East North Central,"$25,000-$49,999",Android Phone / Tablet,30-44,Female
4/20/22 18:47,4/20/22 18:48,strongly disagree,Yes,Yes,Inability to form words and put together speech patterns,A language disorder,"In a newspaper, magazine or online publication",,No,,,Yes,,,Traumatic brain injury,,,3-Jan,Bruce Willis,East North Central,"$75,000-$99,999",iOS Phone / Tablet,45-60,Female
4/20/22 18:47,4/20/22 18:47,strongly disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,
4/20/22 18:45,4/20/22 18:47,somewhat disagree,Yes,Yes,Comms,A language disorder,On TV or in a movie,,No,,,Yes,Stroke,,Traumatic brain injury,,,3-Jan,Online ,South Atlantic,"$100,000-$124,999",Windows Desktop / Laptop,> 60,Male
4/20/22 18:46,4/20/22 18:46,somewhat disagree,No,Yes,Yes,A circulatory condition,From a doctor,,Yes,Less than a year ago,No,,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Yes,Pacific,"$200,000+",iOS Phone / Tablet,> 60,Male
4/20/22 18:45,4/20/22 18:46,strongly disagree,Yes,Yes,language disorder,A language disorder,On TV or in a movie,,No,,,No,Stroke,,,,,9-Jul,tv,Mountain,"$50,000-$74,999",Android Phone / Tablet,18-29,Male
4/20/22 18:12,4/20/22 18:46,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$10,000-$24,999",Android Phone / Tablet,18-29,Female
4/20/22 18:43,4/20/22 18:46,strongly disagree,Yes,Yes,A person with This impairment recognizes an object or a person but it’s not able to come up with the correct word to name it. They have trouble getting their thoughts out.,A language disorder,I don't recall,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,People magazine focused on Bruce Willis. It’s all been on Instagram as well.,West North Central,"$200,000+",iOS Phone / Tablet,45-60,Female
4/20/22 18:44,4/20/22 18:46,strongly disagree,Yes,Yes,loss or difficulty to formulate the words that their brain is trying to get them to speak,A language disorder,Other (please specify),nursing school,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,at work,East South Central,"$50,000-$74,999",Android Phone / Tablet,30-44,Female
4/20/22 18:43,4/20/22 18:45,somewhat disagree,Yes,Yes,Difficulty with speaking and understanding speech,A language disorder,I don't recall,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Bruce Willis diagnosis,Pacific,"$10,000-$24,999",iOS Phone / Tablet,30-44,Male
4/20/22 18:25,4/20/22 18:45,strongly disagree,Yes,Yes,They have trouble communicating with people.,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,,,,,3-Jan,Reading about Bruce Willis.,Mountain,"$25,000-$49,999",Android Phone / Tablet,45-60,Male
4/20/22 18:44,4/20/22 18:45,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$25,000-$49,999",Other,> 60,Female
4/20/22 18:43,4/20/22 18:44,somewhat disagree,Yes,Yes,N/A,A language disorder,From a doctor,,No,,,No,,,,,I'm not sure,None,Nowhere,Middle Atlantic,"$0-$9,999",iOS Phone / Tablet,30-44,Male
4/20/22 18:41,4/20/22 18:43,strongly disagree,Yes,Yes,I don’t know ,I’m not sure,On TV or in a movie,,No,,,No,Stroke,,Traumatic brain injury,,,3-Jan,Tv,Pacific,"$25,000-$49,999",MacOS Desktop / Laptop,> 60,Female
4/20/22 18:38,4/20/22 18:42,somewhat agree,Yes,Yes,a total or partial loss of language skill,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,an article,Middle Atlantic,"$200,000+",Android Phone / Tablet,30-44,Male
4/20/22 18:42,4/20/22 18:42,neutral,I don't know,No,,,,,,,,,,,,,,,,Pacific,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 18:41,4/20/22 18:41,strongly disagree,No,No,,,,,,,,,,,,,,,,West South Central,"$125,000-$149,999",iOS Phone / Tablet,45-60,Female
4/20/22 18:40,4/20/22 18:41,strongly disagree,Yes,No,,,,,,,,,,,,,,,,New England,"$75,000-$99,999",iOS Phone / Tablet,45-60,Male
4/20/22 18:40,4/20/22 18:41,somewhat agree,Yes,Yes,I think it damages something,A language disorder,From a doctor,,No,,,No,,,,,I'm not sure,9-Jul,From youtube,Mountain,"$75,000-$99,999",Android Phone / Tablet,18-29,Male
4/20/22 18:40,4/20/22 18:41,somewhat agree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$125,000-$149,999",Windows Desktop / Laptop,> 60,Male
4/20/22 18:38,4/20/22 18:40,strongly disagree,Yes,Yes,Similar to a traumatic brain injury only in slow progression,None of the above,From a doctor,,No,,,No,,,,,I'm not sure,10 or more,On the news,South Atlantic,"$25,000-$49,999",iOS Phone / Tablet,45-60,Female
4/20/22 18:37,4/20/22 18:40,strongly disagree,Yes,Yes,It affects speech.,None of the above,I don't recall,,No,,,No,Stroke,,,,,None,I vaguely remember hearing about it in a news article regarding someone famous.,South Atlantic,"$100,000-$124,999",iOS Phone / Tablet,30-44,Female
4/20/22 18:38,4/20/22 18:39,strongly disagree,Yes,Yes,It can affect a person after they have had a stroke or brain tumor.,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,Internet,Middle Atlantic,Prefer not to answer,iOS Phone / Tablet,30-44,Female
4/20/22 18:37,4/20/22 18:39,strongly disagree,Yes,Yes,It replaces their language with unique new one,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,On tv news,Middle Atlantic,Prefer not to answer,iOS Phone / Tablet,> 60,Male
4/20/22 18:37,4/20/22 18:38,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$10,000-$24,999",Other,> 60,Female
4/20/22 18:33,4/20/22 18:38,somewhat agree,Yes,Yes,it causes them to struggle to speak. it may mean they know the words but can't speak then out loud,A language disorder,Other (please specify),a book,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,reading about it in a psychology journal,West North Central,"$25,000-$49,999",Android Phone / Tablet,30-44,Female
4/20/22 18:35,4/20/22 18:37,strongly disagree,Yes,Yes,The person afflicted will have trouble speaking and/or understanding language ,None of the above,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,Online,West North Central,Prefer not to answer,iOS Phone / Tablet,45-60,Female
4/20/22 18:34,4/20/22 18:37,strongly disagree,Yes,Yes,"It’s interferes with speaking, writing, or understanding words",None of the above,From a family member or friend,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,People magazine about Bruce Willis,Pacific,"$50,000-$74,999",MacOS Desktop / Laptop,> 60,Female
4/20/22 18:36,4/20/22 18:37,neutral,Yes,No,,,,,,,,,,,,,,,,Pacific,"$50,000-$74,999",iOS Phone / Tablet,30-44,Female
4/20/22 18:35,4/20/22 18:37,somewhat disagree,Yes,Yes,speech issues,A language disorder,Other (please specify),Bruce Willis,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,tv,Middle Atlantic,Prefer not to answer,Android Phone / Tablet,45-60,Male
4/20/22 18:34,4/20/22 18:37,neutral,Yes,Yes,hard to understand,A circulatory condition,On TV or in a movie,,No,,,Yes,Stroke,,,,,9-Jul,family member,Mountain,"$10,000-$24,999",Android Phone / Tablet,18-29,Female
4/20/22 18:34,4/20/22 18:37,strongly disagree,Yes,Yes,Hard to communicate ,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,Online,West North Central,"$50,000-$74,999",Android Phone / Tablet,> 60,Male
4/20/22 18:34,4/20/22 18:37,strongly disagree,Yes,Yes,Similar to dementia where parts of life are forgotten,A spinal condition,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,Bruce Willis,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,18-29,Female
4/20/22 18:30,4/20/22 18:36,strongly disagree,Yes,Yes,"A disorder resulting from an injury to the brain that can affect speech, reading, or writing",A language disorder,From a doctor,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,Don't recall,Mountain,"$100,000-$124,999",Android Phone / Tablet,> 60,Female
4/20/22 18:34,4/20/22 18:35,somewhat disagree,Yes,Yes,Speech deficiencies,A spinal condition,From a family member or friend,,No,,,Yes,,,Traumatic brain injury,,,6-Apr,On a tv commercial,West North Central,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 18:35,4/20/22 18:35,neutral,Yes,No,,,,,,,,,,,,,,,,New England,"$25,000-$49,999",iOS Phone / Tablet,30-44,Male
4/20/22 18:33,4/20/22 18:35,strongly disagree,Yes,Yes,It causes speech and language disruptions in the brain,A language disorder,I don't recall,,No,,,I don't know,Stroke,,Traumatic brain injury,,,6-Apr,On Twitter regarding Bruce Willis,West North Central,"$75,000-$99,999",iOS Phone / Tablet,30-44,Female
4/20/22 18:34,4/20/22 18:35,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,18-29,Female
4/20/22 18:34,4/20/22 18:35,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$50,000-$74,999",iOS Phone / Tablet,> 60,Female
4/20/22 18:34,4/20/22 18:35,somewhat disagree,I don't know,No,,,,,,,,,,,,,,,,West South Central,"$25,000-$49,999",Android Phone / Tablet,30-44,Male
4/20/22 18:33,4/20/22 18:34,strongly disagree,I don't know,Yes,Makes an individual forget speech,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,,,,,3-Jan,Newsbreak,South Atlantic,Prefer not to answer,iOS Phone / Tablet,18-29,Female
4/20/22 18:30,4/20/22 18:34,strongly disagree,Yes,Yes,"In many cases, the person knows exactly what they want to say, but cannot produce the words from their mouth.",A language disorder,Other (please specify),in college classes,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,"Facebook news about Bruce Willis, April 2022.",West South Central,Prefer not to answer,Android Phone / Tablet,> 60,Female
4/20/22 18:32,4/20/22 18:34,strongly disagree,Yes,Yes,It affects their motor skills and language. They have trouble making conversations and reading.,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,,Traumatic brain injury,,,3-Jan,I heard Bruce Willis being diagnosed and retired from acting because of it.,West North Central,"$10,000-$24,999",Android Phone / Tablet,18-29,Female
4/20/22 18:32,4/20/22 18:34,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$0-$9,999",iOS Phone / Tablet,18-29,Female
4/20/22 18:34,4/20/22 18:34,neutral,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$10,000-$24,999",iOS Phone / Tablet,18-29,Female
4/20/22 18:31,4/20/22 18:33,strongly disagree,Yes,Yes,a disorder that affects people's communications ability,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,online or in a textbook,West South Central,"$100,000-$124,999",Android Phone / Tablet,45-60,Female
4/20/22 18:30,4/20/22 18:33,somewhat disagree,Yes,Yes,Brain injury affecting speech,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Do not recall,New England,"$50,000-$74,999",iOS Phone / Tablet,> 60,Male
4/20/22 18:31,4/20/22 18:33,strongly disagree,Yes,Yes,Unable to understand spoken words.,I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Television news.,Middle Atlantic,"$200,000+",Windows Desktop / Laptop,45-60,Male
4/20/22 18:32,4/20/22 18:33,somewhat disagree,Yes,Yes,hurts them,A spinal condition,On TV or in a movie,,No,,,Yes,Stroke,,,,,3-Jan,tv show,West South Central,"$75,000-$99,999",Android Phone / Tablet,30-44,Male
4/20/22 18:20,4/20/22 18:33,strongly agree,I don't know,No,,,,,,,,,,,,,,,,Middle Atlantic,Prefer not to answer,iOS Phone / Tablet,18-29,Male
4/20/22 18:31,4/20/22 18:33,neutral,No,Yes,Very much,A spinal condition,From a doctor,,No,,,No,,,Traumatic brain injury,,,3-Jan,Twitter,South Atlantic,"$75,000-$99,999",iOS Phone / Tablet,18-29,Female
4/20/22 18:28,4/20/22 18:32,strongly disagree,Yes,Yes,Difficulty speaking due to trauma or tumors of the brain.,A language disorder,I don't recall,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Probably an internet article,East North Central,"$200,000+",iOS Phone / Tablet,> 60,Male
4/20/22 18:30,4/20/22 18:32,strongly disagree,Yes,Yes,"Difficulty with language processing, word finding, possibly reading or writing.",None of the above,Other (please specify),School,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Outside work (healthcare) I think I read Bruce Willis has aphasia.,South Atlantic,Prefer not to answer,iOS Phone / Tablet,30-44,Female
4/20/22 18:32,4/20/22 18:32,neutral,Yes,No,,,,,,,,,,,,,,,,,"$50,000-$74,999",Android Phone / Tablet,18-29,Female
4/20/22 18:29,4/20/22 18:32,neutral,Yes,Yes,"As we say, every one is different, and this disability, like any other, effects people differently. Aphasia is a speech disability.",A language disorder,Other (please specify),work.,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,None,Work.,Pacific,"$100,000-$124,999",Android Phone / Tablet,30-44,Male
4/20/22 18:30,4/20/22 18:32,somewhat disagree,Yes,Yes,They cannot communicate proficiently,A language disorder,From a family member or friend,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Tv show,East North Central,"$0-$9,999",iOS Phone / Tablet,18-29,Female
4/20/22 18:32,4/20/22 18:32,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,Prefer not to answer,iOS Phone / Tablet,18-29,Female
4/20/22 18:32,4/20/22 18:32,neutral,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$175,000-$199,999",iOS Phone / Tablet,18-29,Male
4/20/22 18:31,4/20/22 18:31,somewhat disagree,Yes,Yes,66,A language disorder,From a doctor,,Yes,1 - 2 years,Yes,,,Brain tumor,,,,3-Jan,5,,"$0-$9,999",Android Phone / Tablet,45-60,Female
4/20/22 18:28,4/20/22 18:31,strongly disagree,Yes,Yes,Difficulty with speech after a traumatic accident,A language disorder,Other (please specify),School,No,,,No,,,Traumatic brain injury,,,None,when I was in college in the 90s,West South Central,"$200,000+",Android Phone / Tablet,45-60,Female
4/20/22 18:27,4/20/22 18:30,somewhat agree,Yes,Yes,"Short term memory loss, vocabulary affected & some mood changes. ",None of the above,"In a newspaper, magazine or online publication",,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,10 or more,Bruce Willis coverage. ,Pacific,"$25,000-$49,999",Android Phone / Tablet,> 60,Female
4/20/22 18:28,4/20/22 18:30,somewhat disagree,Yes,Yes,The person has difficulty or an inability choosing words.,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,I heard that Bruce Willis has been diagnosed with it.,East North Central,"$50,000-$74,999",iOS Phone / Tablet,45-60,Male
