"year","gender","age","q_heard_of","q_own_words","q_describes","q_common_cva","q_intellect","q_first_heard","q_diagnosed","q_how_long_ago","q_know_someone_else","q_know_someone","q_causes_cva","q_causes_tumor","q_causes_tbi","q_causes_heart","q_causes_notsure","q_past_year","q_last_place"
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","Yes","Difficulty speaking.","A language disorder","Yes","Strongly disagree","Other: At school.","No",NA,NA,"No","1","1","1","0","0","10 or more","A case I completed for neurosurgeon."
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"No","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","Yes","Eating, swallowing, and speaking","A language disorder","Yes","Strongly disagree","Other: Work","No",NA,NA,"Yes","1","1","1","1","0","None","Work"
"2016","male","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes",NA,"I'm not sure","Yes","Somewhat disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","None",NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","Yes","It makes communication difficult.","A language disorder","Yes","Somewhat disagree","On TV or in a movie","No",NA,NA,"No","1","0","1","0","0","None",NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"No","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes","Unable to speak","A language disorder","Yes","Strongly disagree","Other: College class","No",NA,NA,"No","1","1","1","0","0","1 to 3",NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"No","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"No","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes","Memory loss","A language disorder","Yes","Strongly disagree","Other: Class","No",NA,NA,"No","1","1","1","0","0","None","Class"
"2016","male","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes","It affects your thinking and clarity","A language disorder","Yes","Strongly agree","From a family member or friend","No",NA,NA,"No","1","0","1","0","0","None","In college"
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"No","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes",NA,"A spinal condition","Yes","Somewhat disagree","From a family member or friend","No",NA,NA,"No","0","0","1","0","0","None",NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"No","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","Yes",NA,"I'm not sure","Yes","Strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","0","0","0","0","1 to 3",NA
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes","kill","I'm not sure","Yes","Neutral","On TV or in a movie","No",NA,NA,"No","0","0","0","0","1","1 to 3","movie"
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes",NA,"None of the above","Yes","Strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","None",NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","Yes","language problems","A language disorder","Yes","Strongly disagree","Other: at work","No",NA,NA,"Yes","1","1","1","0","0","None",NA
"2016","female","25 to 34","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"No","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"No","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes","difficulty processing and/or communicating information","A language disorder","Yes","Neutral","In a newspaper, magazine or online publication","No",NA,NA,"I don't know","1","1","1","0","0","1 to 3",NA
"2016","female","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes","Usually due to a head injury the person cannot speak, because they cannot recall the correct words to use.","A language disorder","Yes","Strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3","In regards to someone who had a stroke"
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","Yes",NA,"I'm not sure","Yes","Neutral","From a doctor","No",NA,NA,"No","0","0","0","0","1","1 to 3",NA
"2016","male","35 to 44","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","Yes","The loss of the ability to express by speech due to brain damage.","A language disorder","Yes","Strongly disagree","Other: EMT training","No",NA,NA,"Yes","0","1","0","0","0","None","In a Health Industry Training program."
"2016","male","55 to 64","Yes","Language/speech difficulty","A language disorder","Yes","Strongly disagree","Other: Med school","No",NA,NA,"Yes","1","1","1","0","0","None","At work"
"2016","female","25 to 34","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","Yes","limits speech and words being said","A heart condition","Yes","Neutral","From a doctor","No",NA,NA,"No","1","1","1","1","0","None","work place"
"2016","female","55 to 64","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"No","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"I don't know","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"I don't know","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","Yes",NA,"I'm not sure","Yes","Strongly disagree","From a family member or friend","No",NA,NA,"No","0","0","0","0","1","None","From a friend"
"2016","female","65 and over","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","Yes","has problem speaking","A language disorder","Yes","Strongly disagree","Other: I'm an EMT","No",NA,NA,"Yes","1","1","1","0","0","None",NA
"2016","female","55 to 64","Yes","communication due to damage to some part of the brain","A language disorder","Yes","Somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","1","0","0","1 to 3","internet"
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","Yes","Slurred speech or not able to speak","A circulatory condition","Yes","Strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","0","0","0","0","4 to 6","Newspaper"
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"No","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","Yes","Difficulty with communication","A language disorder","Yes","Strongly disagree","Other: School","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","Tv"
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes","Inability to communicate externally using shared language or modes of verbal communication","A language disorder","Yes","Somewhat disagree","Other: Book","No",NA,NA,"No","1","0","1","0","0","1 to 3",NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"No","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","Yes","Lose the ability of speech","I'm not sure","Yes","Somewhat disagree","I don't recall","No",NA,NA,"No","0","0","1","0","0","1 to 3",NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","Yes","I believe it blocks portions of the memory, but I'm not sure.","A language disorder","Yes","Strongly disagree","Other: job talk","No",NA,NA,"No","0","0","0","0","1","1 to 3",NA
"2016","female","25 to 34","No",NA,NA,"I don't know","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
